,T-1,T-2,T-3,T-4,T-5,Volume_shift,naver_trend_shift,pn_ratio_shift,ExchangeRate_shift,Direction
6,-2.194500504033381,4.92048362513291,3.880051558222397,1.925465565111395,2.963324501464215,0.426606,4.90236,1.0,-0.29708686859888367,0
7,-0.6627311324919116,-2.194500504033381,4.92048362513291,3.880051558222397,1.925465565111395,0.1943925,4.94623,1.0,-0.07600599020188836,1
8,9.768894596163392,-0.6627311324919116,-2.194500504033381,4.92048362513291,3.880051558222397,0.397764,3.95173,1.0,-0.25845235757008256,1
9,2.4882836607992287,9.768894596163392,-0.6627311324919116,-2.194500504033381,4.92048362513291,0.434943,6.67886,1.0,0.26952078609088215,0
10,-3.6102005357748546,2.4882836607992287,9.768894596163392,-0.6627311324919116,-2.194500504033381,0.260532,5.24572,1.0,-0.023336933457052123,0
11,-0.9662488132352598,-3.6102005357748546,2.4882836607992287,9.768894596163392,-0.6627311324919116,0.3260505,4.9678,1.0,0.17202847128336973,0
12,-0.5822888582501906,-0.9662488132352598,-3.6102005357748546,2.4882836607992287,9.768894596163392,0.2044365,4.48817,1.0,-0.10356446743416958,1
13,7.189031412233415,-0.5822888582501906,-0.9662488132352598,-3.6102005357748546,2.4882836607992287,0.2670525,4.1635,1.0,0.9649562895614361,1
14,4.086263706140358,7.189031412233415,-0.5822888582501906,-0.9662488132352598,-3.6102005357748546,0.470535,4.97319,1.0,-0.4286676286314073,1
15,0.46351040062000415,4.086263706140358,7.189031412233415,-0.5822888582501906,-0.9662488132352598,0.294765,5.86737,1.0,0.33255102700024963,0
16,-1.2897588143152783,0.46351040062000415,4.086263706140358,7.189031412233415,-0.5822888582501906,0.215304,4.77544,1.0,0.13275505582917013,0
17,-1.2039277893494682,-1.2897588143152783,0.46351040062000415,4.086263706140358,7.189031412233415,0.2041215,4.06067,1.0,0.6483304832058057,1
18,1.5913381811167415,-1.2039277893494682,-1.2897588143152783,0.46351040062000415,4.086263706140358,0.1768275,4.54354,1.0,-0.20819993045473328,1
19,2.4854517322116854,1.5913381811167415,-1.2039277893494682,-1.2897588143152783,0.46351040062000415,0.2670225,4.71612,1.0,0.3235963233774841,1
20,10.296226446173362,2.4854517322116854,1.5913381811167415,-1.2039277893494682,-1.2897588143152783,0.4350855,30.11997,1.0,0.7673536039688011,1
21,1.5230683770425024,10.296226446173362,2.4854517322116854,1.5913381811167415,-1.2039277893494682,0.2357895,6.59689,1.0,0.6528404906531726,1
22,19.894859586288028,1.5230683770425024,10.296226446173362,2.4854517322116854,1.5913381811167415,0.705975,4.5856,1.0,-0.4611388705931918,1
23,13.725640384615389,19.894859586288028,1.5230683770425024,10.296226446173362,2.4854517322116854,0.914082,96.70586,1.0,-0.5784627940042864,0
24,-17.175838822491375,13.725640384615389,19.894859586288028,1.5230683770425024,10.296226446173362,0.726357,56.60965,18.02127,0.08287506059934113,1
25,1.9409309922417295,-17.175838822491375,13.725640384615389,19.894859586288028,1.5230683770425024,0.598212,21.39423,1.0,0.06675671556579665,0
26,-0.11883277828368399,1.9409309922417295,-17.175838822491375,13.725640384615389,19.894859586288028,0.2559525,9.6023,1.0,0.5775778762930228,1
27,3.102650111585148,-0.11883277828368399,1.9409309922417295,-17.175838822491375,13.725640384615389,0.370338,7.86499,1.0,-0.45840038585297505,1
28,0.40192601647957016,3.102650111585148,-0.11883277828368399,1.9409309922417295,-17.175838822491375,0.1754625,9.97048,1.0,-0.4141286893291851,0
29,-0.9155660248344799,0.40192601647957016,3.102650111585148,-0.11883277828368399,1.9409309922417295,0.1803375,8.70525,1.0,-0.23375652718590212,1
30,4.784364326803048,-0.9155660248344799,0.40192601647957016,3.102650111585148,-0.11883277828368399,0.3943395,7.4979,1.0,0.4677586830134972,0
31,-0.49377427215575587,4.784364326803048,-0.9155660248344799,0.40192601647957016,3.102650111585148,0.2354055,7.74778,1.0,0.028736512825289218,1
32,7.29596992312882,-0.49377427215575587,4.784364326803048,-0.9155660248344799,0.40192601647957016,0.2457255,6.45127,1.0,0.5169744042528013,1
33,6.8755815143167975,7.29596992312882,-0.49377427215575587,4.784364326803048,-0.9155660248344799,0.381345,8.90983,1.0,0.12101055815505468,0
34,-1.9631096648305424,6.8755815143167975,7.29596992312882,-0.49377427215575587,4.784364326803048,0.2645235,7.70859,1.0,1.093701289665261,1
35,0.1767808887115807,-1.9631096648305424,6.8755815143167975,7.29596992312882,-0.49377427215575587,0.214722,6.18305,1.0,0.11374925047327178,0
36,-7.459490093890009,0.1767808887115807,-1.9631096648305424,6.8755815143167975,7.29596992312882,0.227883,4.82722,1.0,0.9852628447338585,0
37,-4.063373944219306,-7.459490093890009,0.1767808887115807,-1.9631096648305424,6.8755815143167975,0.2593575,5.36401,1.0,-0.2545866988789336,0
38,-2.639048208899708,-4.063373944219306,-7.459490093890009,0.1767808887115807,-1.9631096648305424,0.2112825,5.42693,1.0,-0.2626539764768343,0
39,-12.814584468974743,-2.639048208899708,-4.063373944219306,-7.459490093890009,0.1767808887115807,0.364158,5.07278,1.0,-0.0041214833425562425,0
40,-1.6215044421429181,-12.814584468974743,-2.639048208899708,-4.063373944219306,-7.459490093890009,0.3633435,5.88391,1.0,-0.9254511606429205,1
41,11.322035184734624,-1.6215044421429181,-12.814584468974743,-2.639048208899708,-4.063373944219306,0.302925,5.33921,1.0,-0.984913526904363,1
42,0.2541600429041724,11.322035184734624,-1.6215044421429181,-12.814584468974743,-2.639048208899708,0.38676,6.53001,1.0,-0.16326648202887872,1
43,0.5352020620728926,0.2541600429041724,11.322035184734624,-1.6215044421429181,-12.814584468974743,0.225735,6.27725,1.0,-0.22421161523947797,0
44,-3.3302221258824427,0.5352020620728926,0.2541600429041724,11.322035184734624,-1.6215044421429181,0.1627905,7.20487,1.0,0.32018086198148943,0
45,-2.9066718594787377,-3.3302221258824427,0.5352020620728926,0.2541600429041724,11.322035184734624,0.1899435,6.15573,1.0,0.01936722659239276,0
46,-13.5725246428118,-2.9066718594787377,-3.3302221258824427,0.5352020620728926,0.2541600429041724,0.2561055,6.57747,1.0,1.0322480850216031,1
47,6.139801037333892,-13.5725246428118,-2.9066718594787377,-3.3302221258824427,0.5352020620728926,0.233916,6.98411,1.0,-1.2717099316616243,0
48,-1.7200455980671658,6.139801037333892,-13.5725246428118,-2.9066718594787377,-3.3302221258824427,0.1998375,6.08598,1.0,0.39588623229376285,0
49,-11.617241104554154,-1.7200455980671658,6.139801037333892,-13.5725246428118,-2.9066718594787377,0.2836365,6.3941,1.0,1.73029500335935,0
50,-2.4850549233357055,-11.617241104554154,-1.7200455980671658,6.139801037333892,-13.5725246428118,0.3396045,7.22393,1.0,0.06860319015304928,0
