Date,positive,negative,naver_trend
2020-03-11,0,0,6.08598
2020-03-12,0,0,6.3941
2020-03-13,0,0,7.22393
2020-03-14,0,0,6.41172
2020-03-15,0,0,6.62817
2020-03-16,0,0,7.04056
2020-03-17,0,0,8.21735
2020-03-18,0,0,7.57197
2020-03-19,0,0,9.30712
2020-03-20,0,0,8.89904
2020-03-21,0,0,6.53433
2020-03-22,0,0,6.00544
2020-03-23,0,0,7.40442
2020-03-24,0,0,6.96686
2020-03-25,0,0,7.40298
2020-03-26,0,0,6.62889
2020-03-27,0,0,6.54835
2020-03-28,0,0,6.10287
2020-03-29,0,0,5.86378
2020-03-30,0,0,6.5426
2020-03-31,0,0,7.14123
2020-04-01,0,0,6.78816
2020-04-02,0,0,7.06142
2020-04-03,0,0,9.89929
2020-04-04,0,0,7.86284
2020-04-05,0,0,8.67001
2020-04-06,0,0,8.43667
2020-04-07,0,0,9.32438
2020-04-08,0,0,9.04681
2020-04-09,0,0,8.43667
2020-04-10,0,0,7.32316
2020-04-11,0,0,6.77378
2020-04-12,0,0,6.68318
2020-04-13,0,0,7.78374
2020-04-14,14.89361,0,12.54552
2020-04-15,0,0,9.32546
2020-04-16,0,0,9.30532
2020-04-17,0,0,10.34045
2020-04-18,0,0,9.11009
2020-04-19,0,0,9.10685
2020-04-20,0,0,9.31467
2020-04-21,0,0,11.322
2020-04-22,0,0,10.27249
2020-04-23,0,0,8.81275
2020-04-24,0,0,9.72814
2020-04-25,0,0,9.59763
2020-04-26,0,0,8.26265
2020-04-27,0,0,8.32593
2020-04-28,14.89361,0,16.20962
2020-04-29,0,0,7.49215
2020-04-30,0,0,8.78291
2020-05-01,0,0,7.6205
2020-05-02,0,0,10.54035
2020-05-03,0,0,7.6863
2020-05-04,0,0,7.39255
2020-05-05,0,0,7.0909
2020-05-06,0,0,7.02834
2020-05-07,0,0,6.81081
2020-05-08,0,0,7.12901
2020-05-09,0,0,7.64208
2020-05-10,0,0,10.86394
2020-05-11,0,0,8.87675
2020-05-12,0,0,9.04393
2020-05-13,0,0,8.46183
2020-05-14,0,0,7.3131
2020-05-15,0,0,6.48687
2020-05-16,0,0,7.11211
2020-05-17,0,0,7.07076
2020-05-18,0,0,7.80783
2020-05-19,0,0,8.21663
2020-05-20,0,0,8.38525
2020-05-21,0,0,7.00748
2020-05-22,0,0,6.78313
2020-05-23,0,0,6.14566
2020-05-24,0,0,6.32795
2020-05-25,0,0,7.85385
2020-05-26,0,0,9.29849
2020-05-27,0,0,8.62507
2020-05-28,0,0,9.01661
2020-05-29,0,0,9.07917
2020-05-30,0,0,7.47453
2020-05-31,0,0,14.51869
2020-06-01,0,0,13.03522
2020-06-02,0,0,11.06924
2020-06-03,0,0,9.59691
2020-06-04,0,0,8.15766
2020-06-05,0,0,7.57484
2020-06-06,0,0,6.78385
2020-06-07,0,0,6.68641
2020-06-08,0,0,7.2491
2020-06-09,0,0,11.35579
2020-06-10,0,0,10.00068
2020-06-11,0,0,21.14327
2020-06-12,0,0,10.2822
2020-06-13,0,0,10.47563
2020-06-14,0,0,11.25548
2020-06-15,0,0,11.27562
2020-06-16,0,0,9.37903
2020-06-17,0,0,9.17193
2020-06-18,0,0,9.01445
2020-06-19,0,0,8.84942
2020-06-20,0,0,93.13488
2020-06-21,0,0,30.32132
2020-06-22,0,0,23.00858
2020-06-23,0,0,15.75516
2020-06-24,0,0,13.45229
2020-06-25,0,0,11.84405
2020-06-26,0,0,11.79192
2020-06-27,0,0,12.42831
2020-06-28,0,0,10.78736
2020-06-29,0,0,9.72563
2020-06-30,0,0,10.31276
2020-07-01,0,0,11.66356
2020-07-02,0,0,15.91839
2020-07-03,0,0,22.77595
2020-07-04,0,0,11.96666
2020-07-05,0,0,11.30798
2020-07-06,0,0,13.79493
2020-07-07,0,0,30.90881
2020-07-08,0,0,19.7504
2020-07-09,0,0,18.53515
2020-07-10,0,0,14.11205
2020-07-11,0,0,33.3217
2020-07-12,0,0,18.66961
2020-07-13,0,0,31.88749
2020-07-14,0,0,47.22522
2020-07-15,0,0,28.23237
2020-07-16,0,0,19.51454
2020-07-17,0,0,16.18374
2020-07-18,0,0,14.15591
2020-07-19,0,0,14.07322
2020-07-20,0,0,14.76462
2020-07-21,0,0,19.84101
2020-07-22,0,0,22.55376
2020-07-23,0,0,53.05521
2020-07-24,0,0,19.24524
2020-07-25,0,0,13.54361
2020-07-26,0,0,16.7119
2020-07-27,0,0,16.44656
2020-07-28,0,0,16.76296
2020-07-29,0,0,13.27971
2020-07-30,0,0,11.40002
2020-07-31,0,0,11.32092
2020-08-01,0,0,11.35867
2020-08-02,0,0,9.12016
2020-08-03,0,0,10.37568
2020-08-04,0,0,9.66666
2020-08-05,0,0,11.40469
2020-08-06,0,0,11.77071
2020-08-07,0,0,12.21618
2020-08-08,0,0,9.25894
2020-08-09,0,0,8.38633
2020-08-10,0,0,11.59201
2020-08-11,0,0,12.36935
2020-08-12,0,10.63829,32.18771
2020-08-13,0,0,18.88534
2020-08-14,0,0,15.34456
2020-08-15,0,0,10.05425
2020-08-16,0,0,8.84834
2020-08-17,0,0,10.98547
2020-08-18,0,0,32.85034
2020-08-19,0,0,16.87693
2020-08-20,0,0,13.2531
2020-08-21,0,0,25.29347
2020-08-22,0,0,14.16203
2020-08-23,0,0,11.61934
2020-08-24,0,0,16.34948
2020-08-25,0,0,17.2052
2020-08-26,0,0,14.7995
2020-08-27,0,0,18.33344
2020-08-28,0,0,19.68892
2020-08-29,0,0,13.53786
2020-08-30,0,0,11.53772
2020-08-31,0,0,22.14136
2020-09-01,14.89361,0,74.97222
2020-09-02,0,0,47.19826
2020-09-03,0,0,42.52204
2020-09-04,0,0,42.95925
2020-09-05,0,100.0,36.51912
2020-09-06,0,0,14.86781
2020-09-07,0,21.27659,20.05134
2020-09-08,0,0,38.66667
2020-09-09,19.14893,31.91489,100.0
2020-09-10,0,0,47.57542
2020-09-11,0,0,31.85693
2020-09-12,0,10.63829,20.30374
2020-09-13,0,0,12.90938
2020-09-14,0,0,21.80339
2020-09-15,0,0,31.9842
2020-09-16,0,0,27.91885
2020-09-17,0,0,22.66881
2020-09-18,0,0,19.35598
2020-09-19,0,0,15.86302
2020-09-20,0,0,10.72803
2020-09-21,0,0,24.62364
2020-09-22,0,0,48.13918
2020-09-23,0,0,85.99401
2020-09-24,0,0,46.46659
2020-09-25,0,0,24.33385
2020-09-26,0,0,14.6413
2020-09-27,0,0,10.14018
2020-09-28,0,0,14.82538
2020-09-29,0,0,16.03309
2020-09-30,0,0,13.2114
2020-10-01,0,0,16.1992
2020-10-02,0,0,17.57265
2020-10-03,10.63829,0,17.87035
2020-10-04,0,0,11.59417
2020-10-05,0,0,13.23513
2020-10-06,0,0,14.56364
2020-10-07,0,0,13.28618
2020-10-08,0,0,12.37762
2020-10-09,0,0,10.22899
2020-10-10,0,0,10.02333
2020-10-11,0,0,7.80962
2020-10-12,0,0,10.41271
2020-10-13,0,0,12.98776
2020-10-14,0,0,12.36791
2020-10-15,0,0,14.88974
2020-10-16,0,0,13.05751
2020-10-17,0,0,9.81623
2020-10-18,0,0,8.82533
2020-10-19,0,0,11.95875
2020-10-20,0,0,17.77831
2020-10-21,0,0,22.72957
2020-10-22,0,0,28.25251
2020-10-23,0,0,14.19331
2020-10-24,0,0,11.68586
2020-10-25,0,0,9.76877
2020-10-26,0,0,12.26544
2020-10-27,0,0,13.19414
2020-10-28,0,0,14.19762
2020-10-29,0,0,15.87129
2020-10-30,0,0,14.63231
2020-10-31,0,0,13.50622
2020-11-01,0,0,11.45071
2020-11-02,0,0,9.6832
2020-11-03,0,0,10.27645
2020-11-04,0,0,10.43572
2020-11-05,0,0,10.20634
2020-11-06,0,0,8.98641
2020-11-07,0,0,7.8783
2020-11-08,0,0,7.08515
2020-11-09,0,0,9.24959
2020-11-10,0,0,11.3637
2020-11-11,0,0,9.67385
2020-11-12,10.63829,0,9.78459
2020-11-13,0,0,8.19505
2020-11-14,0,0,7.42995
2020-11-15,0,0,6.58286
2020-11-16,0,0,9.11728
2020-11-17,0,0,45.4329
2020-11-18,0,0,17.21778
2020-11-19,21.27659,0,23.5691
2020-11-20,0,0,15.61782
2020-11-21,0,0,9.21292
2020-11-22,0,0,8.03901
2020-11-23,0,14.89361,10.74421
2020-11-24,0,0,20.11174
2020-11-25,0,0,22.03673
2020-11-26,0,0,19.04246
2020-11-27,0,0,14.5453
2020-11-28,0,0,15.34169
2020-11-29,0,0,9.9241
2020-11-30,0,0,13.78594
2020-12-01,0,0,18.64624
2020-12-02,0,0,19.31643
2020-12-03,0,0,16.03632
2020-12-04,0,0,14.18432
2020-12-05,0,0,12.26867
2020-12-06,0,0,9.08384
2020-12-07,0,0,12.55199
2020-12-08,0,0,42.94523
2020-12-09,0,0,27.48524
2020-12-10,0,0,44.94285
2020-12-11,0,0,44.80119
2020-12-12,0,0,16.58642
2020-12-13,0,0,10.8154
2020-12-14,0,0,13.1794
2020-12-15,0,0,15.00084
2020-12-16,0,0,15.34672
2020-12-17,0,0,13.2416
2020-12-18,0,0,18.09866
2020-12-19,0,0,27.12858
2020-12-20,0,0,11.03149
2020-12-21,0,0,21.34353
2020-12-22,0,0,28.59048
2020-12-23,0,0,23.80928
2020-12-24,0,0,16.97833
2020-12-25,0,0,9.87268
2020-12-26,0,0,7.98544
2020-12-27,0,0,8.63873
2020-12-28,0,10.63829,12.13528
2020-12-29,0,0,13.58388
2020-12-30,0,0,12.42651
2020-12-31,0,0,13.08304
2021-01-01,0,0,11.89583
2021-01-02,0,0,10.72264
2021-01-03,0,10.63829,13.27827
2021-01-04,0,0,17.78334
2021-01-05,0,0,23.16498
2021-01-06,0,0,19.64721
2021-01-07,10.63829,0,21.44313
2021-01-08,12.76595,0,62.34148
2021-01-09,12.76595,10.63829,39.00176
2021-01-10,0,10.63829,20.2854
2021-01-11,0,0,35.84821
2021-01-12,0,0,43.33533
2021-01-13,0,0,35.98663
2021-01-14,0,0,41.71199
2021-01-15,0,0,29.69931
2021-01-16,12.76595,0,19.75076
2021-01-17,0,0,14.63195
2021-01-18,0,0,19.51274
2021-01-19,0,0,20.09808
2021-01-20,0,0,20.74526
2021-01-21,0,0,22.2708
2021-01-22,0,0,19.38618
2021-01-23,0,0,14.98574
2021-01-24,0,0,11.62222
2021-01-25,0,0,23.63562
2021-01-26,0,0,28.67317
2021-01-27,0,0,22.40634
2021-01-28,0,0,35.88884
2021-01-29,0,0,24.14797
2021-01-30,0,0,19.95678
2021-01-31,0,0,11.58231
2021-02-01,0,0,15.83174
2021-02-02,0,0,19.72703
2021-02-03,0,0,23.67912
2021-02-04,0,0,17.0603
2021-02-05,0,0,15.5175
